frame.time,ip.src_host,ip.dst_host,arp.dst.proto_ipv4,arp.opcode,arp.hw.size,arp.src.proto_ipv4,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,icmp.unused,http.file_data,http.content_length,http.request.uri.query,http.request.method,http.referer,http.request.full_uri,http.request.version,http.response,http.tls_port,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.options,tcp.payload,tcp.seq,tcp.srcport,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.name.len,dns.qry.qu,dns.qry.type,dns.retransmission,dns.retransmit_request,dns.retransmit_request_in,mqtt.conack.flags,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msg_decoded_as,mqtt.msg,mqtt.msgtype,mqtt.proto_len,mqtt.protoname,mqtt.topic,mqtt.topic_len,mqtt.ver,mbtcp.len,mbtcp.trans_id,mbtcp.unit_id,Attack_label,Attack_type
 2021 23:58:21.319698000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2498394433,0x000016d2,0,0,0,0,61823,0x00000010,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.320117000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,742711179,0x000036bb,1,0,0,0,1883,0x00000019,1,2,0,e000,45,61823,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000000e0,0,0,0,14,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.320244000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2498394436,0x000016ce,1,0,0,0,61823,0x00000011,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.322911000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00007173,0,0,1,0,1883,0x00000002,0,0,020405b40103030801010402,0,0,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.322976000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,485714088,0x00001796,0,0,0,1,61824,0x00000012,1,0,020405b40101040201030307,0,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.325843000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248204035,0x00009b4e,0,0,0,0,1883,0x00000018,1,14,0,100c00044d5154540402003c0000,1,61824,0,0,0,0,0,0,0,0,0,0,0,1,0x00000002,0x00000010,12,0,0,1,4,MQTT,0,0,4,0,0,0,0,Normal
 2021 23:58:21.325922000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,485714102,0x00005155,0,0,0,0,61824,0x00000010,1,0,0,0,1,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.326329000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,485714102,0x00003147,0,0,0,0,61824,0x00000018,1,4,0,20020000,1,1883,0,0,0,0,0,0,0,0,0,0,0x00000000,0,0,0x00000020,2,0,0,2,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.329200000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,248204039,0x00001ba9,0,0,0,0,1883,0x00000018,1,30,0,301c000844697374616e636544697374616e63653a2031383020636d0d0a,15,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000030,28,0,44697374616e63653a2031383020636d0d0a,3,0,0,Distance,8,0,0,0,0,0,Normal
 2021 23:58:21.329254000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,485714132,0x00005133,0,0,0,0,61824,0x00000010,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.329370000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,248204039,0x0000711c,1,0,0,0,1883,0x00000019,1,2,0,e000,45,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000000e0,0,0,0,14,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.329606000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,485714135,0x0000512f,1,0,0,0,61824,0x00000011,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.332113000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000018dd,0,0,1,0,1883,0x00000002,0,0,020405b40103030801010402,0,0,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.332178000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1831366920,0x00003f3a,0,0,0,1,61825,0x00000012,1,0,020405b40101040201030307,0,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.334915000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,742711180,0x000016c3,0,0,0,0,1883,0x00000010,1,0,0,0,48,61823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335257000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248204035,0x00005158,0,0,0,0,1883,0x00000010,1,0,0,0,1,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335287000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,485714135,0x0000512f,0,0,0,0,61824,0x00000010,1,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335301000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,742711180,0x000018c4,0,0,0,0,1883,0x00000010,1,0,0,0,48,61823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335327000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000026ff,0,1,0,0,61823,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335339000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,742711180,0x000018c4,0,0,0,0,1883,0x00000010,1,0,0,0,48,61823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335352000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000026ff,0,1,0,0,61823,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335516000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,248204039,0x00005125,0,0,0,0,1883,0x00000010,1,0,0,0,48,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335535000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,248204040,0x00005124,0,0,0,0,1883,0x00000010,1,0,0,0,48,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.335635000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,922264219,0x0000c2f2,0,0,0,0,1883,0x00000018,1,14,0,100c00044d5154540402003c0000,1,61825,0,0,0,0,0,0,0,0,0,0,0,1,0x00000002,0x00000010,12,0,0,1,4,MQTT,0,0,4,0,0,0,0,Normal
 2021 23:58:21.335674000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1831366934,0x000078f9,0,0,0,0,61825,0x00000010,1,0,0,0,1,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.336146000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1831366934,0x000058eb,0,0,0,0,61825,0x00000018,1,4,0,20020000,1,1883,0,0,0,0,0,0,0,0,0,0,0x00000000,0,0,0x00000020,2,0,0,2,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.339233000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,922264223,0x00003a4e,0,0,0,0,1883,0x00000018,1,30,0,301c000844697374616e636544697374616e63653a2031373920636d0d0a,15,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000030,28,0,44697374616e63653a2031373920636d0d0a,3,0,0,Distance,8,0,0,0,0,0,Normal
 2021 23:58:21.339311000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1831366964,0x000078d7,0,0,0,0,61825,0x00000010,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.339447000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,922264223,0x000098c0,1,0,0,0,1883,0x00000019,1,2,0,e000,45,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000000e0,0,0,0,14,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.339670000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1831366967,0x000078d3,1,0,0,0,61825,0x00000011,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.341583000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000003c,0,0,1,0,1883,0x00000002,0,0,020405b40103030801010402,0,0,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.341648000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3738114049,0x00000b7c,0,0,0,1,61826,0x00000012,1,0,020405b40101040201030307,0,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.354853000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2983674585,0x00008f34,0,0,0,0,1883,0x00000018,1,14,0,100c00044d5154540402003c0000,1,61826,0,0,0,0,0,0,0,0,0,0,0,1,0x00000002,0x00000010,12,0,0,1,4,MQTT,0,0,4,0,0,0,0,Normal
 2021 23:58:21.354930000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3738114063,0x0000453b,0,0,0,0,61826,0x00000010,1,0,0,0,1,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355354000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3738114063,0x0000252d,0,0,0,0,61826,0x00000018,1,4,0,20020000,1,1883,0,0,0,0,0,0,0,0,0,0,0x00000000,0,0,0x00000020,2,0,0,2,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355500000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,922264219,0x000078fc,0,0,0,0,1883,0x00000010,1,0,0,0,1,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355531000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1831366967,0x000078d3,0,0,0,0,61825,0x00000010,1,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355710000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,922264224,0x000078c8,0,0,0,0,1883,0x00000010,1,0,0,0,48,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355746000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2983674585,0x0000453e,0,0,0,0,1883,0x00000010,1,0,0,0,1,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355761000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3738114063,0x00004537,0,0,0,0,61826,0x00000010,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355772000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,248204040,0x00005325,0,0,0,0,1883,0x00000010,1,0,0,0,48,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355799000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000d8fb,0,1,0,0,61824,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355811000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,922264224,0x00007ac9,0,0,0,0,1883,0x00000010,1,0,0,0,48,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355826000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00005935,0,1,0,0,61825,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355837000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,922264224,0x00007ac9,0,0,0,0,1883,0x00000010,1,0,0,0,48,61825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.355850000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00005935,0,1,0,0,61825,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.359188000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2983674589,0x00000e8f,0,0,0,0,1883,0x00000018,1,30,0,301c000844697374616e636544697374616e63653a2031383120636d0d0a,15,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000030,28,0,44697374616e63653a2031383120636d0d0a,3,0,0,Distance,8,0,0,0,0,0,Normal
 2021 23:58:21.359254000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3738114093,0x00004519,0,0,0,0,61826,0x00000010,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.360039000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2983674589,0x00006502,1,0,0,0,1883,0x00000019,1,2,0,e000,45,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0x000000e0,0,0,0,14,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.360197000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3738114096,0x00004515,1,0,0,0,61826,0x00000011,1,0,0,0,5,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.361431000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0000e33a,0,0,1,0,1883,0x00000002,0,0,020405b40103030801010402,0,0,61827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.361503000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2938922148,0x00008bca,0,0,0,1,61827,0x00000012,1,0,020405b40101040201030307,0,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.374867000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2983674590,0x0000450a,0,0,0,0,1883,0x00000010,1,0,0,0,48,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.375240000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3417672619,0x0000c58c,0,0,0,0,1883,0x00000010,1,0,0,0,1,61827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.375371000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2983674590,0x0000470b,0,0,0,0,1883,0x00000010,1,0,0,0,48,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.375428000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00003e17,0,1,0,0,61826,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.375455000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2983674590,0x0000470b,0,0,0,0,1883,0x00000010,1,0,0,0,48,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.375474000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00003e17,0,1,0,0,61826,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.376537000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2983674590,0x0000470b,0,0,0,0,1883,0x00000010,1,0,0,0,48,61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.376729000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00003e17,0,1,0,0,61826,0x00000004,0,0,0,0,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.376951000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3417672619,0x00000f83,0,0,0,0,1883,0x00000018,1,14,0,100c00044d5154540402003c0000,1,61827,0,0,0,0,0,0,0,0,0,0,0,1,0x00000002,0x00000010,12,0,0,1,4,MQTT,0,0,4,0,0,0,0,Normal
 2021 23:58:21.377157000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2938922162,0x0000c589,0,0,0,0,61827,0x00000010,1,0,0,0,1,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.378128000 ,192.168.1.128,192.168.1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2938922162,0x0000a57b,0,0,0,0,61827,0x00000018,1,4,0,20020000,1,1883,0,0,0,0,0,0,0,0,0,0,0x00000000,0,0,0x00000020,2,0,0,2,0,0,0,0,0,0,0,0,0,Normal
 2021 23:58:21.382188000 ,192.168.1.101,192.168.1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3417672623,0x000086de,0,0,0,0,1883,0x00000018,1,30,0,301c000844697374616e636544697374616e63653a2031373920636d0d0a,15,61827,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000030,28,0,44697374616e63653a2031373920636d0d0a,3,0,0,Distance,8,0,0,0,0,0,Normal
